osmid,highway,maxspeed,name,oneway,reversed,length,speed_kph,travel_time,geometry,lanes,access,tunnel,ref,junction,service,bridge,access_score,score_band,edge_colour
1173237852,service,,,False,False,18.12,32.1868,2.026,"LINESTRING (-2.5829474 51.4606347, -2.5827203 51.4607155)",,,,,,,,0.007066628506260863,0.8,#66bd63
3877718,unclassified,20 mph,Saint Paul Street,False,True,23.29,32.1868,2.605,"LINESTRING (-2.5843634 51.4601591, -2.5845136 51.4603465)",2,,,,,,,0.007892241773371849,0.8,#66bd63
24239206,residential,20 mph,Orange Street,False,True,54.89,32.1868,6.14,"LINESTRING (-2.5843634 51.4601591, -2.5836602 51.4603866)",,,,,,,,0.006840786423521638,0.8,#66bd63
24038082,unclassified,30 mph,Saint Paul Street,False,True,40.37,48.2802,3.01,"LINESTRING (-2.5843634 51.4601591, -2.5841586 51.4598819, -2.5841194 51.4598294)",,,,,,,,0.006840786423521638,0.8,#66bd63
24239206,residential,20 mph,Orange Street,False,False,54.89,32.1868,6.14,"LINESTRING (-2.5836602 51.4603866, -2.5843634 51.4601591)",,,,,,,,0.006840786423521638,0.8,#66bd63
24239206,residential,20 mph,Orange Street,False,True,56.57,32.1868,6.327,"LINESTRING (-2.5836602 51.4603866, -2.5829474 51.4606347)",,,,,,,,0.006316770318408327,0.8,#66bd63
24239207,residential,20 mph,Lemon Lane,False,False,13.35,32.1868,1.493,"LINESTRING (-2.5836602 51.4603866, -2.5837396 51.460496)",,,,,,,,0.0058305685762119605,0.9,#199750
24239207,residential,20 mph,Lemon Lane,False,True,38.74,32.1868,4.332,"LINESTRING (-2.58397 51.4608134, -2.5837396 51.460496)",,,,,,,,0.006639297803527525,0.8,#66bd63
72343225,unclassified,20 mph,Wilson Street,False,False,85.04,32.1868,9.511,"LINESTRING (-2.58397 51.4608134, -2.5828657 51.4611473)",,,,,,,,0.006639297803527525,0.8,#66bd63
72343225,unclassified,20 mph,Wilson Street,False,True,55.61,32.1868,6.219,"LINESTRING (-2.58397 51.4608134, -2.5847023 51.4606087)",,,,,,,,0.009648176524610407,0.8,#66bd63
"[235295043, 625159261]","['footway', 'residential']",20 mph,Lemon Lane,False,True,42.53,32.1868,4.757,"LINESTRING (-2.58397 51.4608134, -2.5841618 51.4610736, -2.584224 51.4611616)",,,,,,,,0.007301967942931844,0.8,#66bd63
24239199,footway,,,False,False,41.13,32.18679999999999,4.6,"LINESTRING (-2.5878976 51.460181, -2.5881015 51.4599626, -2.5882067 51.4598654)",,,,,,,,0.01513665750160635,0.7,#a5d86a
24239199,footway,,,False,True,41.96,32.18679999999999,4.693,"LINESTRING (-2.5878976 51.460181, -2.5876949 51.4603924, -2.5875965 51.4605083)",,,,,,,,0.02839602815948122,0.4,#fee08b
24239200,footway,,,False,False,42.11,32.18679999999999,4.71,"LINESTRING (-2.5878976 51.460181, -2.5882438 51.4603033, -2.5884195 51.4603748)",,,,,,,,0.01513665750160635,0.7,#a5d86a
24239200,footway,,,False,True,40.99,32.18679999999999,4.585,"LINESTRING (-2.5878976 51.460181, -2.5875525 51.4600516, -2.5873836 51.4599989)",,,,,,,,0.017763970117121303,0.6,#d9ef8b
4234841,unclassified,20 mph,Brunswick Square,False,True,9.84,32.1868,1.101,"LINESTRING (-2.587734 51.460486, -2.5875965 51.4605083)",,,,,,,,0.02839602815948122,0.4,#fee08b
4234841,unclassified,20 mph,Brunswick Square,False,False,49.08,32.1868,5.489,"LINESTRING (-2.587734 51.460486, -2.588283 51.460397, -2.5884195 51.4603748)",,,,,,,,0.0222231541139368,0.5,#feffbe
24239238,footway,,,False,False,38.52,32.18679999999999,4.308,"LINESTRING (-2.587734 51.460486, -2.587764 51.4605233, -2.5878158 51.4607417, -2.5876978 51.4607822)",,,,,,,,0.0222231541139368,0.5,#feffbe
24239238,footway,,,False,False,18.52,32.18679999999999,2.072,"LINESTRING (-2.5876978 51.4607822, -2.5877349 51.4608939, -2.5878103 51.4609174)",,,,,,,,0.01994759396390908,0.6,#d9ef8b
24239238,footway,,,False,True,38.52,32.18679999999999,4.308,"LINESTRING (-2.5876978 51.4607822, -2.5878158 51.4607417, -2.587764 51.4605233, -2.587734 51.460486)",,,,,,,,0.0222231541139368,0.5,#feffbe
244182195,footway,,,False,False,61.18,32.18679999999999,6.843,"LINESTRING (-2.5876978 51.4607822, -2.5872535 51.4608859, -2.5871934 51.4609026, -2.5871814 51.4609111, -2.5871794 51.4609228, -2.5871874 51.4609406, -2.5872544 51.4610208, -2.5872947 51.4610802, -2.5873054 51.461096)",,,,,,,,0.024612331716941858,0.5,#feffbe
24239238,footway,,,False,True,16.83,32.18679999999999,1.883,"LINESTRING (-2.5878613 51.4610654, -2.5878103 51.4609174)",,,,,,,,0.015278648366731058,0.7,#a5d86a
24239231,footway,,,False,False,30.52,32.18679999999999,3.414,"LINESTRING (-2.5878613 51.4610654, -2.5876665 51.4610638, -2.5875734 51.4610785, -2.5874385 51.4611189)",,,,,,,,0.014483188460154454,0.7,#a5d86a
24239238,footway,,,False,False,16.74,32.18679999999999,1.873,"LINESTRING (-2.5878613 51.4610654, -2.587878 51.4610872, -2.5880054 51.4611856)",,,,,,,,0.012574449096635795,0.7,#a5d86a
24239231,footway,,,False,False,70.23,32.18679999999999,7.854,"LINESTRING (-2.5873268 51.461195, -2.5873062 51.4612298, -2.587299 51.4612615, -2.5872997 51.4612832, -2.5873084 51.4613045, -2.5873205 51.4613249, -2.587342 51.4613396, -2.5873742 51.461355, -2.5874197 51.4613655, -2.5874808 51.4613684, -2.5875425 51.4613659, -2.5876008 51.461358, -2.5876611 51.4613455, -2.5877175 51.4613271, -2.5880054 51.4611856)",,,,,,,,0.013266688778937882,0.7,#a5d86a
24239231,footway,,,False,True,11.48,32.18679999999999,1.284,"LINESTRING (-2.5873268 51.461195, -2.5873958 51.4611441, -2.5874385 51.4611189)",,,,,,,,0.014407184037762748,0.7,#a5d86a
244182195,footway,,,False,True,11.11,32.18679999999999,1.243,"LINESTRING (-2.5873268 51.461195, -2.5873161 51.4611361, -2.5873054 51.461096)",,,,,,,,0.015541063870013595,0.7,#a5d86a
24239231,footway,,,False,True,70.23,32.18679999999999,7.854,"LINESTRING (-2.5880054 51.4611856, -2.5877175 51.4613271, -2.5876611 51.4613455, -2.5876008 51.461358, -2.5875425 51.4613659, -2.5874808 51.4613684, -2.5874197 51.4613655, -2.5873742 51.461355, -2.587342 51.4613396, -2.5873205 51.4613249, -2.5873084 51.4613045, -2.5872997 51.4612832, -2.587299 51.4612615, -2.5873062 51.4612298, -2.5873268 51.461195)",,,,,,,,0.013266688778937882,0.7,#a5d86a
24239238,footway,,,False,False,19.54,32.18679999999999,2.186,"LINESTRING (-2.5880054 51.4611856, -2.5881547 51.4612986, -2.588183 51.4613221)",,,,,,,,0.010397801631970589,0.8,#66bd63
24239238,footway,,,False,True,16.74,32.18679999999999,1.873,"LINESTRING (-2.5880054 51.4611856, -2.587878 51.4610872, -2.5878613 51.4610654)",,,,,,,,0.012574449096635795,0.7,#a5d86a
24359413,unclassified,20 mph,Wilder Street,False,False,64.24,32.1868,7.185,"LINESTRING (-2.588183 51.4613221, -2.5874519 51.4616775)",,,,,,,,0.009704411535261486,0.8,#66bd63
24359413,unclassified,20 mph,Wilder Street,False,True,47.61,32.1868,5.325,"LINESTRING (-2.588183 51.4613221, -2.5887285 51.4610617)",,,,,,,,0.011561253787809716,0.7,#a5d86a
24239238,footway,,,False,True,19.54,32.18679999999999,2.186,"LINESTRING (-2.588183 51.4613221, -2.5881547 51.4612986, -2.5880054 51.4611856)",,,,,,,,0.010397801631970589,0.8,#66bd63
"[93281811, 80931404]","['pedestrian', 'residential']",20 mph,"['Nine Tree Hill', 'Ninetree Hill']",False,True,61.71,32.1868,6.903,"LINESTRING (-2.59202 51.4641704, -2.5919339 51.4641677, -2.591134 51.4641133)",,,,,,,,0.01711951846642767,0.6,#d9ef8b
487066776,unclassified,20 mph,Wilder Street,False,True,95.83,32.1868,10.718,"LINESTRING (-2.5849703 51.4629172, -2.5860455 51.462375)",,,,,,,,0.006163621541847474,0.8,#66bd63
3878220,unclassified,20 mph,Grosvenor Road,False,True,12.32,32.1868,1.377,"LINESTRING (-2.5849703 51.4629172, -2.5849097 51.4629614, -2.5848588 51.4630034)",,,,,,,,0.004210792283675223,0.9,#199750
43590867,residential,20 mph,Little Bishop Street,False,True,11.54,32.1868,1.291,"LINESTRING (-2.5849703 51.4629172, -2.5849206 51.4628767, -2.584889 51.4628277)",,,,,,,,0.0043416191632589,0.9,#199750
25874506,residential,20 mph,Bishop Street,False,True,27.86,32.1868,3.116,"LINESTRING (-2.5842743 51.4619844, -2.5843015 51.4619483, -2.5845804 51.4618677, -2.5846082 51.4618597)",,,,,,,,0.0066187714738420445,0.8,#66bd63
43590867,residential,20 mph,Little Bishop Street,False,False,107.42,32.1868,12.015,"LINESTRING (-2.5842743 51.4619844, -2.5843315 51.4620917, -2.584515 51.4622622, -2.5849136 51.4626245, -2.5849241 51.4626782, -2.5848946 51.4627329, -2.584877 51.4627988, -2.584889 51.4628277)",,,,,,,,0.00563253937949887,0.9,#199750
235295040,footway,,,False,True,31.89,32.18679999999999,3.567,"LINESTRING (-2.5842743 51.4619844, -2.5841873 51.4619477, -2.5840492 51.4617438)",,,,,,,,0.005744730601374316,0.9,#199750
43590867,residential,20 mph,Little Bishop Street,False,False,11.54,32.1868,1.291,"LINESTRING (-2.584889 51.4628277, -2.5849206 51.4628767, -2.5849703 51.4629172)",,,,,,,,0.0043416191632589,0.9,#199750
43590867,residential,20 mph,Little Bishop Street,False,True,107.42,32.1868,12.015,"LINESTRING (-2.584889 51.4628277, -2.584877 51.4627988, -2.5848946 51.4627329, -2.5849241 51.4626782, -2.5849136 51.4626245, -2.584515 51.4622622, -2.5843315 51.4620917, -2.5842743 51.4619844)",,,,,,,,0.00563253937949887,0.9,#199750
72343224,unclassified,20 mph,Prince's Street,False,False,61.45,32.1868,6.873,"LINESTRING (-2.584889 51.4628277, -2.584735 51.4628594, -2.5845544 51.4629233, -2.584398 51.4630136, -2.5841821 51.4628803)",,,,,,,,0.0043416191632589,0.9,#199750
72343201,residential,20 mph,Campbell Street,False,False,124.16,32.1868,13.887,"LINESTRING (-2.5854158 51.46423, -2.5842715 51.4633706)",,,,,,,,0.003958927364505471,0.9,#199750
193994529,unclassified,20 mph,City Road,False,True,57.59,32.1868,6.441,"LINESTRING (-2.5854158 51.46423, -2.586081 51.4639194)",2,,,,,,,0.004612852274382712,0.9,#199750
193994529,unclassified,20 mph,City Road,False,False,57.55,32.1868,6.437,"LINESTRING (-2.5854158 51.46423, -2.5851323 51.4643647, -2.5847552 51.4645439)",2,,,,,,,0.003958927364505471,0.9,#199750
3878220,unclassified,20 mph,Grosvenor Road,False,False,57.64,32.1868,6.447,"LINESTRING (-2.5842715 51.4633706, -2.5848588 51.4630034)",,,,,,,,0.004012567004065443,0.9,#199750
3878220,unclassified,20 mph,Grosvenor Road,False,True,51.57,32.1868,5.768,"LINESTRING (-2.5842715 51.4633706, -2.5837332 51.4636909)",,,,,,,,0.0032997370740200866,0.9,#199750
72343201,residential,20 mph,Campbell Street,False,True,124.16,32.1868,13.887,"LINESTRING (-2.5842715 51.4633706, -2.5854158 51.46423)",,,,,,,,0.003958927364505471,0.9,#199750
25974236,residential,20 mph,Denbigh Street,False,False,117.68,32.1868,13.162,"LINESTRING (-2.5847552 51.4645439, -2.5836957 51.4637675, -2.5836549 51.4637376)",,,,,,,,0.0033905195490521066,0.9,#199750
193994529,unclassified,20 mph,City Road,False,True,57.55,32.1868,6.437,"LINESTRING (-2.5847552 51.4645439, -2.5851323 51.4643647, -2.5854158 51.46423)",2,,,,,,,0.003958927364505471,0.9,#199750
3878220,unclassified,20 mph,Grosvenor Road,False,False,56.67,32.1868,6.338,"LINESTRING (-2.5830591 51.4640868, -2.5836549 51.4637376)",,,,,,,,0.0027849034029181073,0.9,#199750
3878220,unclassified,20 mph,Grosvenor Road,False,True,36.9,32.1868,4.127,"LINESTRING (-2.5830591 51.4640868, -2.5826653 51.4643102)",,,,,,,,0.0025743343690923268,0.9,#199750
72343250,residential,20 mph,William Street,False,True,36.84,32.1868,4.121,"LINESTRING (-2.5830591 51.4640868, -2.5834055 51.4643382)",,,,,,,,0.0025743343690923268,0.9,#199750
3878220,unclassified,20 mph,Grosvenor Road,False,True,56.67,32.1868,6.338,"LINESTRING (-2.5836549 51.4637376, -2.5830591 51.4640868)",,,,,,,,0.0027849034029181073,0.9,#199750
3878220,unclassified,20 mph,Grosvenor Road,False,False,7.51,32.1868,0.84,"LINESTRING (-2.5836549 51.4637376, -2.5837031 51.4637089, -2.5837332 51.4636909)",,,,,,,,0.002841732792691517,0.9,#199750
25974236,residential,20 mph,Denbigh Street,False,True,117.68,32.1868,13.162,"LINESTRING (-2.5836549 51.4637376, -2.5836957 51.4637675, -2.5847552 51.4645439)",,,,,,,,0.0033905195490521066,0.9,#199750
3878218,unclassified,20 mph,Cave Street,False,False,45.0,32.1868,5.033,"LINESTRING (-2.5865958 51.4615963, -2.5868757 51.4619615)",,,,,,,,0.012334618627441849,0.7,#a5d86a
3878218,unclassified,20 mph,Cave Street,False,True,39.96,32.1868,4.47,"LINESTRING (-2.5865958 51.4615963, -2.586359 51.4612686)",,,,,,,,0.024290717029334753,0.5,#feffbe
26230258,service,,Chapter Street,False,True,72.36,32.1868,8.093,"LINESTRING (-2.5865958 51.4615963, -2.585654 51.4618776)",,,,,,,,0.012334618627441849,0.7,#a5d86a
24239206,residential,20 mph,Orange Street,False,False,6.66,32.1868,0.745,"LINESTRING (-2.582986 51.4606896, -2.5829474 51.4606347)",,,,,,,,0.006316770318408327,0.8,#66bd63
"[629261550, 26230294, 629261551]",footway,,,False,True,58.0,32.18679999999999,6.488,"LINESTRING (-2.5895984 51.4600951, -2.5896325 51.4600487, -2.5898083 51.4600904, -2.589817 51.4600731, -2.5899142 51.4599206, -2.5900156 51.4597615)",,,building_passage,,,,,0.034507282202123124,0.3,#fdad60
606486360,residential,20 mph,Cumberland Street,False,False,87.43,32.1868,9.779,"LINESTRING (-2.5895984 51.4600951, -2.5886231 51.4603354, -2.5884195 51.4603748)",,,,,,,,0.028342597137267753,0.4,#fee08b
"[606486360, 606486358]",residential,20 mph,Cumberland Street,False,True,7.64,32.1868,0.855,"LINESTRING (-2.5895984 51.4600951, -2.5896192 51.4600988, -2.5897037 51.4601155)",,,,,,,,0.03409878238333079,0.3,#fdad60
26230299,residential,20 mph,Moon Street,False,False,27.65,32.1868,3.093,"LINESTRING (-2.5904285 51.4605801, -2.5907851 51.4604684)",,,,,,,,0.23594703211316034,0.0,#a50026
26230298,residential,20 mph,Moon Street,False,True,32.14,32.1868,3.595,"LINESTRING (-2.5904285 51.4605801, -2.5904014 51.4606188, -2.5902981 51.4608571)",,,,,,,,0.23594703211316034,0.0,#a50026
"[541977753, 26230303]","['path', 'unclassified']",20 mph,Wilder Street,False,True,151.29,32.1868,16.922,"LINESTRING (-2.5904285 51.4605801, -2.5903862 51.4605933, -2.5901628 51.4606631, -2.5900172 51.4605275, -2.5900083 51.460521, -2.5899687 51.4604879, -2.5887285 51.4610617)",,,,,,,,0.27043525409552416,0.0,#a50026
670195723,residential,20 mph,Moon Street,False,True,121.21,32.1868,13.557,"LINESTRING (-2.5897108 51.4618839, -2.5902981 51.4608571)",,,,,,,,0.0501566954953829,0.0,#a50026
93159682,unclassified,20 mph,Upper York Street,False,True,36.64,32.1868,4.098,"LINESTRING (-2.5897108 51.4618839, -2.5898093 51.4619061, -2.589957 51.4619495, -2.5900068 51.4619866, -2.5901013 51.4620844)",,,,,,,,0.045193656502895765,0.0,#a50026
204097711,unclassified,20 mph,Upper York Street,False,False,21.14,32.1868,2.365,"LINESTRING (-2.5897108 51.4618839, -2.5896201 51.4618394, -2.5895087 51.4617437)",,,,,,,,0.06568025793790892,0.0,#a50026
4019345,primary,20 mph,North Street,False,True,8.25,32.1868,0.922,"LINESTRING (-2.5908459 51.4604494, -2.5908938 51.4605173)",2,,,A38,,,,0.09615994894736224,0.0,#a50026
26230299,residential,20 mph,Moon Street,False,True,4.71,32.1868,0.527,"LINESTRING (-2.5908459 51.4604494, -2.5907851 51.4604684)",,,,,,,,0.1578405330116579,0.0,#a50026
202755220,primary,20 mph,,False,False,18.25,32.1868,2.041,"LINESTRING (-2.5908459 51.4604494, -2.5907169 51.4603063)",1,,,A38,,,,0.11798303074392466,0.0,#a50026
"[112748680, 112748673, 112748674]",primary,20 mph,North Street,False,False,59.21,32.1868,6.622,"LINESTRING (-2.5908459 51.4604494, -2.5908029 51.4602772, -2.5907333 51.4601458, -2.5906626 51.4600111, -2.5906409 51.4599725, -2.5906137 51.4599394)","['2', '1']",,,A38,,,,0.09643138377876406,0.0,#a50026
541977762,residential,20 mph,Backfields,False,True,101.33,32.1868,11.333,"LINESTRING (-2.5902981 51.4608571, -2.5891498 51.4614215)",,,,,,,,0.03608253913763847,0.2,#f46d43
670195723,residential,20 mph,Moon Street,False,False,121.21,32.1868,13.557,"LINESTRING (-2.5902981 51.4608571, -2.5897108 51.4618839)",,,,,,,,0.0501566954953829,0.0,#a50026
26230298,residential,20 mph,Moon Street,False,False,32.14,32.1868,3.595,"LINESTRING (-2.5902981 51.4608571, -2.5904014 51.4606188, -2.5904285 51.4605801)",,,,,,,,0.23594703211316034,0.0,#a50026
26230324,residential,20 mph,Charles Street,False,True,72.53,32.1868,8.112,"LINESTRING (-2.5921277 51.4604654, -2.5914223 51.4609474)",,,,,,,,0.013447231896930176,0.7,#a5d86a
42879143,residential,20 mph,Barton Street,False,False,27.41,32.1868,3.066,"LINESTRING (-2.5921277 51.4604654, -2.5918455 51.4602926)",,,,,,,,0.012212420204275935,0.7,#a5d86a
42879143,residential,20 mph,Barton Street,False,True,27.41,32.1868,3.066,"LINESTRING (-2.5918455 51.4602926, -2.5921277 51.4604654)",,,,,,,,0.012212420204275935,0.7,#a5d86a
1427956660,service,,,False,False,25.7,32.1868,2.875,"LINESTRING (-2.5918455 51.4602926, -2.5920828 51.4601149)",,,,,,driveway,,0.012212420204275935,0.7,#a5d86a
26230315,residential,20 mph,Cherry Lane,False,False,50.04,32.1868,5.597,"LINESTRING (-2.5918455 51.4602926, -2.5912848 51.4605044, -2.5912218 51.4605179)",,,,,,,,0.026914796564552017,0.4,#fee08b
4313987,residential,20 mph,Thomas Street North,False,False,48.41,32.1868,5.415,"LINESTRING (-2.5916821 51.4635883, -2.5922092 51.4638742)",,,,,,,,0.1954801166073032,0.0,#a50026
4313965,residential,20 mph,Dove Street,False,False,71.04,32.1868,7.946,"LINESTRING (-2.5916821 51.4635883, -2.5913753 51.4637896, -2.5913277 51.4638234, -2.5912981 51.4638509, -2.5912781 51.4638744, -2.5912479 51.4639202, -2.5912349 51.4639458, -2.5912201 51.463997, -2.5912136 51.4640101, -2.5911896 51.464043, -2.591134 51.4641133)",,,,,,,,0.10559781539217075,0.0,#a50026
4234845,unclassified,20 mph,Brunswick Street,False,False,48.58,32.1868,5.433,"LINESTRING (-2.5884548 51.462815, -2.5880269 51.4624689)",,,,,,,,0.011920284493459173,0.7,#a5d86a
193994529,unclassified,20 mph,City Road,False,True,4.0,32.1868,0.448,"LINESTRING (-2.5884548 51.462815, -2.5885015 51.4627938)",2,,,,,,,0.012219051130221403,0.7,#a5d86a
193994529,unclassified,20 mph,City Road,False,False,116.07,32.1868,12.982,"LINESTRING (-2.5884548 51.462815, -2.5875474 51.4632256, -2.5870991 51.4634284)",2,,,,,,,0.011920284493459173,0.7,#a5d86a
40554581,footway,,,False,False,10.84,32.18679999999999,1.212,"LINESTRING (-2.5868248 51.4592039, -2.5869765 51.4592277)",,,,,,,,0.007249640397320907,0.8,#66bd63
22988906,pedestrian,,Hanover Court,False,True,47.35,32.1868,5.296,"LINESTRING (-2.5868248 51.4592039, -2.5868431 51.4591779, -2.5869575 51.4590027, -2.5870455 51.4588661, -2.5870757 51.458808)",,,,,,,,0.007068166121106215,0.8,#66bd63
40554581,footway,,,False,True,142.83,32.18679999999999,15.975,"LINESTRING (-2.5868248 51.4592039, -2.586543 51.4591668, -2.5862569 51.4591366, -2.5859212 51.4591148, -2.585604 51.4591199, -2.5853512 51.4591411, -2.5849792 51.4592112, -2.5848111 51.4592591)",,,,,,,,0.007389698354037406,0.8,#66bd63
117066430,unclassified,,,False,True,15.33,32.33444587155963,1.707,"LINESTRING (-2.5838283 51.458664, -2.5836427 51.4585889)",,,,,,,,0.03401621909520646,0.3,#fdad60
27326073,trunk,30 mph,Bond Street South,False,False,64.76,48.2802,4.829,"LINESTRING (-2.5838283 51.458664, -2.5837992 51.4588208, -2.5837996 51.4589253, -2.5838179 51.4590246, -2.5838602 51.4591327, -2.5839225 51.4592344)",5,,,A4044,,,,0.022860246227815354,0.5,#feffbe
27326073,trunk,30 mph,Bond Street South,False,True,35.0,48.2802,2.61,"LINESTRING (-2.5838283 51.458664, -2.5839207 51.4585201, -2.5840314 51.458376)",5,,,A4044,,,,0.03276222971714119,0.3,#fdad60
4013287,unclassified,20 mph,Saint Nicholas Road,False,False,54.81,32.1868,6.131,"LINESTRING (-2.5803047 51.4637576, -2.5796921 51.4634456)",,,,,,,,0.0034864061760701095,0.9,#199750
4013287,unclassified,20 mph,Saint Nicholas Road,False,True,37.36,32.1868,4.178,"LINESTRING (-2.5803047 51.4637576, -2.580726 51.4639673)",,,,,,,,0.0031783774286181284,0.9,#199750
25874506,residential,20 mph,Bishop Street,False,False,64.8,32.1868,7.247,"LINESTRING (-2.5854567 51.4616145, -2.5846082 51.4618597)",,,,,,,,0.010859473937642559,0.7,#a5d86a
43590865,unclassified,20 mph,Dean Street,False,False,6.86,32.1868,0.767,"LINESTRING (-2.5854567 51.4616145, -2.5854163 51.4615582)",,,,,,,,0.011293295233097893,0.7,#a5d86a
43590865,unclassified,20 mph,Dean Street,False,True,32.29,32.1868,3.612,"LINESTRING (-2.5854567 51.4616145, -2.585654 51.4618776)",,,,,,,,0.010859473937642559,0.7,#a5d86a
26230258,service,,Chapter Street,False,False,72.36,32.1868,8.093,"LINESTRING (-2.585654 51.4618776, -2.5865958 51.4615963)",,,,,,,,0.012334618627441849,0.7,#a5d86a
43590865,unclassified,20 mph,Dean Street,False,False,32.29,32.1868,3.612,"LINESTRING (-2.585654 51.4618776, -2.5854567 51.4616145)",,,,,,,,0.010859473937642559,0.7,#a5d86a
43590865,unclassified,20 mph,Dean Street,False,True,61.6,32.1868,6.89,"LINESTRING (-2.585654 51.4618776, -2.5860455 51.462375)",,,,,,,,0.008880785330363855,0.8,#66bd63
3877718,unclassified,20 mph,Saint Paul Street,False,False,23.29,32.1868,2.605,"LINESTRING (-2.5845136 51.4603465, -2.5843634 51.4601591)",2,,,,,,,0.007892241773371849,0.8,#66bd63
3877718,unclassified,20 mph,Saint Paul Street,False,True,31.95,32.1868,3.574,"LINESTRING (-2.5845136 51.4603465, -2.5847023 51.4606087)",2,,,,,,,0.009648176524610407,0.8,#66bd63
26230244,residential,20 mph,Norfolk Avenue,False,False,27.24,32.1868,3.046,"LINESTRING (-2.5845136 51.4603465, -2.5848717 51.4602454)",,,,,,,,0.008942562231089534,0.8,#66bd63
3527219,trunk,30 mph,Newfoundland Circus,False,True,10.75,48.2802,0.802,"LINESTRING (-2.5840459 51.459565, -2.5838986 51.4595955)",2,,,,,,,0.008011408512159712,0.8,#66bd63
37282832,trunk,30 mph,Bond Street South,False,True,8.75,48.2802,0.652,"LINESTRING (-2.5840459 51.459565, -2.5840166 51.4594885)",2,,,A4044,,,,0.00849604175459437,0.8,#66bd63
108234587,trunk,30 mph,Bond Street,False,False,7.28,48.2802,0.543,"LINESTRING (-2.5840459 51.459565, -2.5841445 51.4595424)",2,,,,,,,0.007926838899134155,0.8,#66bd63
108234591,trunk,30 mph,Bond Street South,False,False,6.71,48.2802,0.5,"LINESTRING (-2.5840459 51.459565, -2.5840601 51.4596247)",,,,A4044,,,,0.007926838899134155,0.8,#66bd63
26230315,residential,20 mph,Cherry Lane,False,True,7.79,32.1868,0.871,"LINESTRING (-2.591114 51.4605378, -2.5912218 51.4605179)",,,,,,,,0.0328442212005329,0.3,#fdad60
108842670,primary,20 mph,North Street,False,True,7.83,32.1868,0.875,"LINESTRING (-2.591114 51.4605378, -2.5910909 51.4604689)",2,,,A38,,,,0.0364508352995448,0.2,#f46d43
108842670,primary,20 mph,North Street,False,False,33.34,32.1868,3.729,"LINESTRING (-2.591114 51.4605378, -2.5911202 51.4605688, -2.5911338 51.4606257, -2.5911356 51.4607137, -2.5911007 51.4608348)",2,,,A38,,,,0.0328442212005329,0.3,#fdad60
26230308,residential,20 mph,Backfields,False,True,44.13,32.1868,4.936,"LINESTRING (-2.5891498 51.4614215, -2.5886428 51.4616618)",,,,,,,,0.026458446222838564,0.4,#fee08b
204097711,unclassified,20 mph,Upper York Street,False,False,21.4,32.1868,2.394,"LINESTRING (-2.5891498 51.4614215, -2.5889677 51.461266)",,,,,,,,0.026458446222838564,0.4,#fee08b
204097711,unclassified,20 mph,Upper York Street,False,True,20.52,32.1868,2.295,"LINESTRING (-2.5891498 51.4614215, -2.5893214 51.4615719)",,,,,,,,0.05201857358217238,0.0,#a50026
541977762,residential,20 mph,Backfields,False,False,101.33,32.1868,11.333,"LINESTRING (-2.5891498 51.4614215, -2.5902981 51.4608571)",,,,,,,,0.03608253913763847,0.2,#f46d43
461464740,footway,,,False,False,4.02,32.18679999999999,0.449,"LINESTRING (-2.5913488 51.4569937, -2.5914055 51.4569861)",,,,,,,,0.020849090812167816,0.5,#feffbe
1413277837,unclassified,20 mph,Union Street,False,False,12.81,32.1868,1.433,"LINESTRING (-2.5913488 51.4569937, -2.5914231 51.4570992)",1,,,,,,,0.020849090812167816,0.5,#feffbe
"[1323620723, 1269037380]",pedestrian,,Broadmead,False,False,7.04,32.1868,0.788,"LINESTRING (-2.5913488 51.4569937, -2.5912971 51.4570097, -2.5912617 51.4570259)",,,,,,,,0.02097411295135073,0.5,#feffbe
382888999,primary,20 mph,Stokes Croft,False,False,12.66,32.1868,1.416,"LINESTRING (-2.5903977 51.4618964, -2.5903385 51.4620041)",2,,,A38,,,,0.07219816267701606,0.0,#a50026
109197355,unclassified,20 mph,Hillgrove Street,False,True,31.43,32.1868,3.516,"LINESTRING (-2.5903977 51.4618964, -2.5906045 51.4619974, -2.5907464 51.462077)",,,,,,,,0.06867753079699289,0.0,#a50026
"[665176847, 382888999]",primary,20 mph,Stokes Croft,False,True,44.16,32.1868,4.939,"LINESTRING (-2.5903977 51.4618964, -2.5904587 51.4617908, -2.5905561 51.4616308, -2.5906236 51.4615251)",2,,,A38,,,,0.03997558562320938,0.2,#f46d43
"[531217986, 32606701]",residential,20 mph,Bragg's Lane,False,False,57.09,32.1868,6.386,"LINESTRING (-2.5803731 51.4571592, -2.5802906 51.4571807, -2.5801914 51.4572062, -2.5801323 51.4572244, -2.5800214 51.4572605, -2.5797339 51.4573613, -2.5796369 51.4573885)",,,,,,,,0.01905971567026422,0.6,#d9ef8b
42899133,primary,30 mph,Lamb Street,False,False,29.3,48.2802,2.185,"LINESTRING (-2.5803731 51.4571592, -2.5803157 51.4572854, -2.580242 51.4574095)",2,,,A420,,,,0.012293341174689465,0.7,#a5d86a
42899133,primary,30 mph,Lamb Street,False,True,21.97,48.2802,1.638,"LINESTRING (-2.5803731 51.4571592, -2.58038 51.4571335, -2.5803984 51.4570412, -2.5804001 51.4570054, -2.5803924 51.456963)",2,,,A420,,,,0.012870593256345977,0.7,#a5d86a
