osmid,highway,maxspeed,name,oneway,reversed,length,speed_kph,travel_time,geometry,lanes,access,tunnel,ref,junction,service,bridge,access_score,score_band,edge_colour
154351381,secondary,20 mph,Ashley Road,False,False,18.01,32.1868,2.014,"LINESTRING (-2.5892327 51.4643495, -2.5889891 51.464406)",,,,B4051,,,,0.06912940604997328,0.0,#a50026
154351381,secondary,20 mph,Ashley Road,False,True,17.95,32.1868,2.008,"LINESTRING (-2.5892327 51.4643495, -2.589472 51.4642876)",,,,B4051,,,,0.059460211731087835,0.0,#a50026
4019256,footway,,,False,True,24.41,32.18679999999999,2.73,"LINESTRING (-2.5864293 51.4565357, -2.5867816 51.4565355)",,,,,,,,0.003950708896145689,0.9,#199750
4019256,footway,,,False,False,24.41,32.18679999999999,2.73,"LINESTRING (-2.5867816 51.4565355, -2.5864293 51.4565357)",,,,,,,,0.003950708896145689,0.9,#199750
"[4019257, 20428738, 20428740]","['footway', 'steps']",,,False,False,15.56,32.18679999999999,1.74,"LINESTRING (-2.5867816 51.4565355, -2.5867871 51.4565557, -2.5866587 51.4565973, -2.5866786 51.4566238)",,,,,,,,0.003963749846588871,0.9,#199750
"[20428736, 126149544]","['footway', 'steps']",,,False,False,14.84,32.18679999999999,1.66,"LINESTRING (-2.5866786 51.4566238, -2.5866982 51.4566476, -2.5867821 51.4567406)",,,,,,,,0.004010626267260765,0.9,#199750
"[4019257, 20428738, 20428740]","['footway', 'steps']",,,False,True,15.56,32.18679999999999,1.74,"LINESTRING (-2.5866786 51.4566238, -2.5866587 51.4565973, -2.5867871 51.4565557, -2.5867816 51.4565355)",,,,,,,,0.003963749846588871,0.9,#199750
20343257,tertiary,20 mph,Broad Weir,False,False,13.98,32.1868,1.564,"LINESTRING (-2.5867821 51.4567406, -2.5866044 51.4568002)",2,,,,,,,0.004010626267260765,0.9,#199750
"[126149544, 20428736]","['footway', 'steps']",,,False,True,14.84,32.18679999999999,1.66,"LINESTRING (-2.5867821 51.4567406, -2.5866982 51.4566476, -2.5866786 51.4566238)",,,,,,,,0.004010626267260765,0.9,#199750
154351381,secondary,20 mph,Ashley Road,False,False,18.95,32.1868,2.119,"LINESTRING (-2.5897288 51.464229, -2.5894864 51.4642839, -2.589472 51.4642876)",,,,B4051,,,,0.05613867515761942,0.0,#a50026
382893358,primary,20 mph,Stokes Croft,False,True,26.33,32.1868,2.945,"LINESTRING (-2.5897288 51.464229, -2.5897362 51.4640928, -2.5897394 51.4640488, -2.5897435 51.4639924)",3,,,A38,,,,0.07594509045971212,0.0,#a50026
204097421,primary,20 mph,Stokes Croft,False,False,55.25,32.1868,6.179,"LINESTRING (-2.5898705 51.4632387, -2.5897726 51.4637318)",2,,,A38,,,,0.10365532617822948,0.0,#a50026
"[26792514, 94255692]","['service', 'residential']",20 mph,Hepburn Road,False,True,119.77,32.1868,13.395,"LINESTRING (-2.5898705 51.4632387, -2.5891775 51.4631827, -2.5890837 51.463187, -2.5889975 51.4632201, -2.5883427 51.4635426)",,,,,,,,0.39277248231150297,0.0,#a50026
204097421,primary,20 mph,Stokes Croft,False,True,43.01,32.1868,4.811,"LINESTRING (-2.5898705 51.4632387, -2.5899416 51.4629126, -2.5899541 51.4628554)",2,,,A38,,,,0.10569289233738378,0.0,#a50026
382888999,primary,20 mph,Stokes Croft,False,True,12.66,32.1868,1.416,"LINESTRING (-2.5903385 51.4620041, -2.5903977 51.4618964)",2,,,A38,,,,0.07219816267701606,0.0,#a50026
471285351,primary,20 mph,Stokes Croft,False,False,6.38,32.1868,0.713,"LINESTRING (-2.5903385 51.4620041, -2.5903093 51.4620585)",,,,A38,,,,0.1013956111258436,0.0,#a50026
651817264,unclassified,20 mph,City Road,False,False,5.75,32.1868,0.644,"LINESTRING (-2.5903385 51.4620041, -2.5902615 51.4620235)",,,,,,,,0.07221891076659687,0.0,#a50026
26230319,residential,20 mph,King Square Avenue,False,False,5.4,32.1868,0.604,"LINESTRING (-2.5911007 51.4608348, -2.5911735 51.4608522)",,,,,,,,0.019570242513936572,0.6,#d9ef8b
108842670,primary,20 mph,North Street,False,False,21.32,32.1868,2.385,"LINESTRING (-2.5911007 51.4608348, -2.5909992 51.4609845, -2.5909562 51.4609962)",2,,,A38,,,,0.019570242513936572,0.6,#d9ef8b
108842670,primary,20 mph,North Street,False,True,33.34,32.1868,3.729,"LINESTRING (-2.5911007 51.4608348, -2.5911356 51.4607137, -2.5911338 51.4606257, -2.5911202 51.4605688, -2.591114 51.4605378)",2,,,A38,,,,0.0328442212005329,0.3,#fdad60
42879142,secondary,20 mph,Jamaica Street,False,True,9.06,32.1868,1.013,"LINESTRING (-2.5899541 51.4628554, -2.5900655 51.4628128)",2,,,B4051,,,,0.030980268791126336,0.3,#fdad60
625435530,primary,20 mph,Stokes Croft,False,True,12.12,32.1868,1.356,"LINESTRING (-2.5899541 51.4628554, -2.5899555 51.4627464)",2,,,A38,,,,0.030980268791126336,0.3,#fdad60
204097421,primary,20 mph,Stokes Croft,False,False,43.01,32.1868,4.811,"LINESTRING (-2.5899541 51.4628554, -2.5899416 51.4629126, -2.5898705 51.4632387)",2,,,A38,,,,0.10569289233738378,0.0,#a50026
4745125,unclassified,20 mph,Hillgrove Street,False,True,38.03,32.1868,4.254,"LINESTRING (-2.5910172 51.4622222, -2.591424 51.4624519)",2,,,,,,,0.12266388218462228,0.0,#a50026
42879142,secondary,20 mph,Jamaica Street,False,True,45.42,32.1868,5.081,"LINESTRING (-2.5910172 51.4622222, -2.5914505 51.4619156)",2,,,B4051,,,,0.04241844354531723,0.1,#d62f27
109197355,unclassified,20 mph,Hillgrove Street,False,False,16.54,32.1868,1.85,"LINESTRING (-2.5910172 51.4622222, -2.5908345 51.4621265)",,,,,,,,0.06452423535831567,0.0,#a50026
42879142,secondary,20 mph,Jamaica Street,False,False,93.06,32.1868,10.408,"LINESTRING (-2.5910172 51.4622222, -2.5901276 51.4627743, -2.5900655 51.4628128)",2,,,B4051,,,,0.045575371549295425,0.0,#a50026
42879142,secondary,20 mph,Jamaica Street,False,False,9.06,32.1868,1.013,"LINESTRING (-2.5900655 51.4628128, -2.5899541 51.4628554)",2,,,B4051,,,,0.030980268791126336,0.3,#fdad60
4745128,unclassified,20 mph,Thomas Street,False,True,66.81,32.1868,7.472,"LINESTRING (-2.5900655 51.4628128, -2.5901241 51.4628389, -2.5908505 51.4631618)",,,,,,,,0.025036415718301605,0.5,#feffbe
42879142,secondary,20 mph,Jamaica Street,False,True,93.06,32.1868,10.408,"LINESTRING (-2.5900655 51.4628128, -2.5901276 51.4627743, -2.5910172 51.4622222)",2,,,B4051,,,,0.045575371549295425,0.0,#a50026
4861308,residential,20 mph,Dove Street South,False,True,32.13,32.1868,3.594,"LINESTRING (-2.5908505 51.4631618, -2.5911706 51.4629527)",,,,,,,,0.024965212198855242,0.5,#feffbe
4745128,unclassified,20 mph,Thomas Street,False,False,66.81,32.1868,7.472,"LINESTRING (-2.5908505 51.4631618, -2.5901241 51.4628389, -2.5900655 51.4628128)",,,,,,,,0.025036415718301598,0.5,#feffbe
4861308,residential,20 mph,Dove Street South,False,False,18.98,32.1868,2.123,"LINESTRING (-2.5908505 51.4631618, -2.5907886 51.4632158, -2.590743 51.4632609, -2.5907034 51.4633056)",,,,,,,,0.016302541419916702,0.6,#d9ef8b
8172814,residential,20 mph,Brighton Street,False,False,91.41,32.1868,10.224,"LINESTRING (-2.5852504 51.4632806, -2.586081 51.4639194)",,,,,,,,0.004612852274382712,0.9,#199750
8172814,residential,20 mph,Brighton Street,False,True,41.06,32.1868,4.593,"LINESTRING (-2.5852504 51.4632806, -2.5848588 51.4630034)",,,,,,,,0.004012567004065443,0.9,#199750
72343248,residential,20 mph,Argyle Road,False,False,99.55,32.1868,11.134,"LINESTRING (-2.5852504 51.4632806, -2.5860289 51.4629135, -2.5863995 51.4627431)",,,,,,,,0.004912100971287302,0.9,#199750
24359420,unclassified,20 mph,Brigstocke Road,False,False,47.72,32.1868,5.337,"LINESTRING (-2.5863995 51.4627431, -2.5860455 51.462375)",,,,,,,,0.006163621541847474,0.8,#66bd63
24359420,unclassified,20 mph,Brigstocke Road,False,True,90.31,32.1868,10.101,"LINESTRING (-2.5863995 51.4627431, -2.5870991 51.4634284)",,,,,,,,0.005801200443430158,0.9,#199750
72343248,residential,20 mph,Argyle Road,False,False,107.93,32.1868,12.072,"LINESTRING (-2.5863995 51.4627431, -2.5876224 51.4621417)",,,,,,,,0.006746857586315057,0.8,#66bd63
72343248,residential,20 mph,Argyle Road,False,True,99.55,32.1868,11.134,"LINESTRING (-2.5863995 51.4627431, -2.5860289 51.4629135, -2.5852504 51.4632806)",,,,,,,,0.004912100971287302,0.9,#199750
4234845,unclassified,20 mph,Brunswick Street,False,False,47.47,32.1868,5.309,"LINESTRING (-2.5876224 51.4621417, -2.5872167 51.4617977)",,,,,,,,0.008338978940605897,0.8,#66bd63
4234845,unclassified,20 mph,Brunswick Street,False,True,45.92,32.1868,5.136,"LINESTRING (-2.5876224 51.4621417, -2.5880269 51.4624689)",,,,,,,,0.007795831115744535,0.8,#66bd63
72343248,residential,20 mph,Argyle Road,False,True,107.93,32.1868,12.072,"LINESTRING (-2.5876224 51.4621417, -2.5863995 51.4627431)",,,,,,,,0.006746857586315057,0.8,#66bd63
4013287,unclassified,20 mph,Saint Nicholas Road,False,False,54.37,32.1868,6.081,"LINESTRING (-2.5815125 51.4643714, -2.5809042 51.4640625)",,,,,,,,0.0028727895942030823,0.9,#199750
4013287,unclassified,20 mph,Saint Nicholas Road,False,True,7.3,32.1868,0.816,"LINESTRING (-2.5815125 51.4643714, -2.5815921 51.4644144)",,,,,,,,0.0025859543433938603,0.9,#199750
4012533,unclassified,20 mph,Upper York Street,False,True,49.59,32.1868,5.546,"LINESTRING (-2.5884195 51.4603748, -2.5886121 51.4608043)",,,,,,,,0.010633431510856868,0.8,#66bd63
4234841,unclassified,20 mph,Brunswick Square,False,True,49.08,32.1868,5.489,"LINESTRING (-2.5884195 51.4603748, -2.588283 51.460397, -2.587734 51.460486)",,,,,,,,0.0222231541139368,0.5,#feffbe
24239200,footway,,,False,True,42.11,32.18679999999999,4.71,"LINESTRING (-2.5884195 51.4603748, -2.5882438 51.4603033, -2.5878976 51.460181)",,,,,,,,0.01513665750160635,0.7,#a5d86a
425631539,unclassified,20 mph,York Street,False,False,58.53,32.1868,6.546,"LINESTRING (-2.5884195 51.4603748, -2.5883804 51.4602812, -2.588238 51.4599404, -2.5882067 51.4598654)",,,,,,,,0.010651296555166848,0.8,#66bd63
606486360,residential,20 mph,Cumberland Street,False,True,87.43,32.1868,9.779,"LINESTRING (-2.5884195 51.4603748, -2.5886231 51.4603354, -2.5895984 51.4600951)",,,,,,,,0.028342597137267753,0.4,#fee08b
4234841,unclassified,20 mph,Brunswick Square,False,False,58.93,32.1868,6.591,"LINESTRING (-2.5882067 51.4598654, -2.5880701 51.4598876, -2.5875211 51.4599766, -2.5873836 51.4599989)",,,,,,,,0.017730254895107305,0.6,#d9ef8b
4235038,unclassified,20 mph,York Street,False,False,39.05,32.1868,4.367,"LINESTRING (-2.5882067 51.4598654, -2.5881242 51.4596518, -2.5880909 51.459554, -2.5880821 51.459523)",2,,,,,,,0.009642778956442222,0.8,#66bd63
24239199,footway,,,False,True,41.13,32.18679999999999,4.6,"LINESTRING (-2.5882067 51.4598654, -2.5881015 51.4599626, -2.5878976 51.460181)",,,,,,,,0.01513665750160635,0.7,#a5d86a
425631539,unclassified,20 mph,York Street,False,True,58.53,32.1868,6.546,"LINESTRING (-2.5882067 51.4598654, -2.588238 51.4599404, -2.5883804 51.4602812, -2.5884195 51.4603748)",,,,,,,,0.01065129655516685,0.8,#66bd63
382880574,residential,20 mph,Gloucester Street,False,True,34.94,32.1868,3.908,"LINESTRING (-2.5873836 51.4599989, -2.5872472 51.4596964)",,,,,,,,0.017730254895107305,0.6,#d9ef8b
4234841,unclassified,20 mph,Brunswick Square,False,False,58.53,32.1868,6.547,"LINESTRING (-2.5873836 51.4599989, -2.587415 51.4600739, -2.5875574 51.4604147, -2.5875965 51.4605083)",,,,,,,,0.02872744375886978,0.4,#fee08b
4234841,unclassified,20 mph,Brunswick Square,False,True,58.93,32.1868,6.591,"LINESTRING (-2.5873836 51.4599989, -2.5875211 51.4599766, -2.5880701 51.4598876, -2.5882067 51.4598654)",,,,,,,,0.017730254895107305,0.6,#d9ef8b
4234842,unclassified,20 mph,Pembroke Street,False,False,124.47,32.1868,13.922,"LINESTRING (-2.5873836 51.4599989, -2.5865096 51.4601412, -2.5863432 51.4601771, -2.5856936 51.4603664)",,,,,,,,0.02227740801303195,0.5,#feffbe
24239200,footway,,,False,False,40.99,32.18679999999999,4.585,"LINESTRING (-2.5873836 51.4599989, -2.5875525 51.4600516, -2.5878976 51.460181)",,,,,,,,0.017763970117121306,0.6,#d9ef8b
4234843,unclassified,20 mph,Pritchard Street,False,False,5.06,32.1868,0.566,"LINESTRING (-2.5856936 51.4603664, -2.5857257 51.4604073)",,,,,,,,0.017008141998595083,0.6,#d9ef8b
25874409,residential,20 mph,Pritchard Street,False,False,35.77,32.1868,4.001,"LINESTRING (-2.5856936 51.4603664, -2.5854667 51.4600774)",,,,,,,,0.015659836678929784,0.7,#a5d86a
4234842,unclassified,20 mph,Pembroke Street,False,True,124.47,32.1868,13.922,"LINESTRING (-2.5856936 51.4603664, -2.5863432 51.4601771, -2.5865096 51.4601412, -2.5873836 51.4599989)",,,,,,,,0.02227740801303195,0.5,#feffbe
4234841,unclassified,20 mph,Brunswick Square,False,False,9.84,32.1868,1.101,"LINESTRING (-2.5875965 51.4605083, -2.587734 51.460486)",,,,,,,,0.02839602815948122,0.4,#fee08b
4234841,unclassified,20 mph,Brunswick Square,False,True,58.53,32.1868,6.547,"LINESTRING (-2.5875965 51.4605083, -2.5875574 51.4604147, -2.587415 51.4600739, -2.5873836 51.4599989)",,,,,,,,0.02872744375886978,0.4,#fee08b
8385403,residential,20 mph,Surrey Street,False,False,92.77,32.1868,10.376,"LINESTRING (-2.5875965 51.4605083, -2.5867742 51.4606471, -2.5863133 51.4607454)",,,,,,,,0.15392877845128797,0.0,#a50026
24239199,footway,,,False,False,41.96,32.18679999999999,4.693,"LINESTRING (-2.5875965 51.4605083, -2.5876949 51.4603924, -2.5878976 51.460181)",,,,,,,,0.02839602815948122,0.4,#fee08b
93281811,residential,20 mph,Ninetree Hill,False,True,12.22,32.1868,1.367,"LINESTRING (-2.591134 51.4641133, -2.5909592 51.4640987)",,,,,,,,0.01761329606155984,0.6,#d9ef8b
4313965,residential,20 mph,Dove Street,False,True,71.04,32.1868,7.946,"LINESTRING (-2.591134 51.4641133, -2.5911896 51.464043, -2.5912136 51.4640101, -2.5912201 51.463997, -2.5912349 51.4639458, -2.5912479 51.4639202, -2.5912781 51.4638744, -2.5912981 51.4638509, -2.5913277 51.4638234, -2.5913753 51.4637896, -2.5916821 51.4635883)",,,,,,,,0.10559781539217075,0.0,#a50026
"[93281811, 80931404]","['pedestrian', 'residential']",20 mph,"['Nine Tree Hill', 'Ninetree Hill']",False,False,61.71,32.1868,6.903,"LINESTRING (-2.591134 51.4641133, -2.5919339 51.4641677, -2.59202 51.4641704)",,,,,,,,0.01711951846642767,0.6,#d9ef8b
22612814,unclassified,20 mph,Broadmead,False,False,35.56,32.1868,3.977,"LINESTRING (-2.5920411 51.4568576, -2.5918935 51.4568962, -2.5916499 51.4569361, -2.5915603 51.4569655)",1,,,,,,,0.08079904135192943,0.0,#a50026
4345223,unclassified,20 mph,Ninetree Hill,False,False,48.35,32.1868,5.407,"LINESTRING (-2.5897435 51.4639924, -2.5898698 51.4640089, -2.5899268 51.4640124, -2.5902186 51.4640304, -2.5902783 51.4640271, -2.5903261 51.4640185, -2.5904238 51.4639889)",,,,,,,,0.2178960910906417,0.0,#a50026
382893358,primary,20 mph,Stokes Croft,False,False,26.33,32.1868,2.945,"LINESTRING (-2.5897435 51.4639924, -2.5897394 51.4640488, -2.5897362 51.4640928, -2.5897288 51.464229)",3,,,A38,,,,0.07594509045971212,0.0,#a50026
"[204097421, 396598742]",primary,20 mph,Stokes Croft,False,True,29.06,32.1868,3.25,"LINESTRING (-2.5897435 51.4639924, -2.5897597 51.4637967, -2.5897726 51.4637318)","['3', '2']",,,A38,,,,0.09290074506836617,0.0,#a50026
4861308,residential,20 mph,Dove Street South,False,False,47.47,32.1868,5.309,"LINESTRING (-2.5917413 51.4625895, -2.5917253 51.4626, -2.59126 51.4628933)",,,,,,,,0.03184955921825025,0.3,#fdad60
4861308,residential,20 mph,Dove Street South,False,True,7.66,32.1868,0.856,"LINESTRING (-2.5917413 51.4625895, -2.5917845 51.4625639, -2.591819 51.4625406)",,,,,,,,0.028245252819573935,0.4,#fee08b
81641119,footway,,,False,False,27.82,32.18679999999999,3.111,"LINESTRING (-2.5917413 51.4625895, -2.5915329 51.4624647, -2.5914805 51.4624525, -2.591424 51.4624519)",,,,,,,,0.09602324202162799,0.0,#a50026
42879142,secondary,20 mph,Jamaica Street,False,False,31.94,32.1868,3.573,"LINESTRING (-2.5919408 51.461554, -2.5916432 51.4617734)",2,,,B4051,,,,0.01284298920775106,0.7,#a5d86a
42879142,secondary,20 mph,Jamaica Street,False,True,23.36,32.1868,2.612,"LINESTRING (-2.5919408 51.461554, -2.5921642 51.4613967)",2,,,B4051,,,,0.009170221267455312,0.8,#66bd63
4745125,unclassified,20 mph,Hillgrove Street,False,False,38.03,32.1868,4.254,"LINESTRING (-2.591424 51.4624519, -2.5910172 51.4622222)",2,,,,,,,0.12266388218462228,0.0,#a50026
4745127,residential,20 mph,Dalton Square,False,False,66.66,32.1868,7.456,"LINESTRING (-2.591424 51.4624519, -2.5910166 51.4627372, -2.59126 51.4628933)",,,,,,,,0.1566219696550077,0.0,#a50026
81641119,footway,,,False,True,27.82,32.18679999999999,3.111,"LINESTRING (-2.591424 51.4624519, -2.5914805 51.4624525, -2.5915329 51.4624647, -2.5917413 51.4625895)",,,,,,,,0.09602324202162799,0.0,#a50026
4861308,residential,20 mph,Dove Street South,False,False,9.05,32.1868,1.013,"LINESTRING (-2.59126 51.4628933, -2.5911706 51.4629527)",,,,,,,,0.028597717521135966,0.4,#fee08b
4745127,residential,20 mph,Dalton Square,False,True,66.66,32.1868,7.456,"LINESTRING (-2.59126 51.4628933, -2.5910166 51.4627372, -2.591424 51.4624519)",,,,,,,,0.15662196965500774,0.0,#a50026
4861308,residential,20 mph,Dove Street South,False,True,47.47,32.1868,5.309,"LINESTRING (-2.59126 51.4628933, -2.5917253 51.4626, -2.5917413 51.4625895)",,,,,,,,0.03184955921825026,0.3,#fdad60
166522672,unclassified,,Houlton Street,False,True,17.06,32.33444587155963,1.9,"LINESTRING (-2.5820373 51.4601377, -2.5819569 51.4601052, -2.5818425 51.4600443)",,,,,,,,0.00832814351956967,0.8,#66bd63
332983350,unclassified,,Houlton Street,False,False,13.82,32.33444587155963,1.539,"LINESTRING (-2.5820373 51.4601377, -2.5821653 51.4601865, -2.5822096 51.4602002)",,,,,,,,0.008167653671775308,0.8,#66bd63
382869604,trunk_link,,,False,True,14.16,48.2802,1.056,"LINESTRING (-2.5820373 51.4601377, -2.5820935 51.4602162, -2.582092 51.4602576)",,,,,,,,0.008522187370360675,0.8,#66bd63
12853075,unclassified,,Houlton Street,False,True,11.61,32.33444587155963,1.293,"LINESTRING (-2.5812375 51.4596885, -2.5811121 51.4596192)",,,,,,,,0.008081963842588986,0.8,#66bd63
166522672,unclassified,,Houlton Street,False,False,13.05,32.33444587155963,1.453,"LINESTRING (-2.5812375 51.4596885, -2.5813726 51.4597703)",,,,,,,,0.007835993264274853,0.8,#66bd63
675633592,service,,,False,True,14.9,32.1868,1.666,"LINESTRING (-2.5812375 51.4596885, -2.5813949 51.4595972)",,,,,,,,0.007653601846866945,0.8,#66bd63
12853092,unclassified,,Wellington Road,False,False,32.95,32.33444587155963,3.669,"LINESTRING (-2.5812375 51.4596885, -2.5810363 51.4598074, -2.5808903 51.459891)",,,,,,,,0.00999272841404615,0.8,#66bd63
12853075,unclassified,,Houlton Street,False,False,10.71,32.33444587155963,1.193,"LINESTRING (-2.5809909 51.4595594, -2.5811121 51.4596192)",,,,,,,,0.008813781136356615,0.8,#66bd63
24239164,unclassified,,River Street,False,True,32.36,32.33444587155963,3.602,"LINESTRING (-2.5809909 51.4595594, -2.5811666 51.4592898)",,,,,,,,0.008813781136356615,0.8,#66bd63
562901656,unclassified,20 mph,Wade Street,False,True,73.73,32.1868,8.247,"LINESTRING (-2.5809909 51.4595594, -2.5807236 51.4594169, -2.5801921 51.4591213)",,,,,,,,0.01943641774051114,0.6,#d9ef8b
12853074,unclassified,20 mph,Wade Street,False,True,57.94,32.1868,6.48,"LINESTRING (-2.5801921 51.4591213, -2.5795691 51.4587737)",,,,,,,,0.03165861459812891,0.3,#fdad60
12853078,living_street,20 mph,Great George Street,False,False,60.52,32.1868,6.769,"LINESTRING (-2.5801921 51.4591213, -2.580326 51.4590238, -2.5806512 51.4588002, -2.5807727 51.4587147)",1,,,,,,,0.01943641774051114,0.6,#d9ef8b
562901656,unclassified,20 mph,Wade Street,False,False,73.73,32.1868,8.247,"LINESTRING (-2.5801921 51.4591213, -2.5807236 51.4594169, -2.5809909 51.4595594)",,,,,,,,0.01943641774051114,0.6,#d9ef8b
12853074,unclassified,20 mph,Wade Street,False,False,57.94,32.1868,6.48,"LINESTRING (-2.5795691 51.4587737, -2.5801921 51.4591213)",,,,,,,,0.0316586145981289,0.3,#fdad60
42899174,residential,,Great Ann Street,False,True,5.43,32.1868,0.607,"LINESTRING (-2.5795691 51.4587737, -2.5796181 51.4587356)",,,,,,,,0.031319252741694725,0.3,#fdad60
12853088,unclassified,,Little Ann Street,False,False,30.88,32.33444587155963,3.438,"LINESTRING (-2.5795691 51.4587737, -2.5795264 51.4588068, -2.579278 51.458984)",,,,,,,,0.19671603280786204,0.0,#a50026
12853087,residential,,Great Ann Street,False,True,14.83,32.1868,1.659,"LINESTRING (-2.580739 51.4579767, -2.5808051 51.4579831, -2.5808658 51.4580058, -2.5809231 51.4580373)",,,,,,,,0.01185717972407166,0.7,#a5d86a
42899174,residential,,Great Ann Street,False,False,34.37,32.1868,3.845,"LINESTRING (-2.580739 51.4579767, -2.5806806 51.4579841, -2.5806193 51.4580175, -2.5803905 51.4581867)",,,,,,,,0.010761343033084902,0.8,#66bd63
"[617175652, 670726181]",service,,,False,False,81.37,32.1868,9.101,"LINESTRING (-2.580739 51.4579767, -2.580732 51.4579473, -2.5807266 51.4579368, -2.5807196 51.4579287, -2.5807099 51.4579193, -2.5806934 51.4579078, -2.580496 51.4578006, -2.5804852 51.457796, -2.5804722 51.4577914, -2.5804574 51.457789, -2.5804442 51.457789, -2.5804302 51.4577916, -2.5804192 51.4577964, -2.5804111 51.4578025, -2.5799986 51.4580974, -2.5799882 51.4581036, -2.5799786 51.4581076, -2.5799691 51.4581098, -2.5799415 51.4581144)",,,,,,,,0.010850080031865853,0.7,#a5d86a
